Date,Open,High,Low,Close,Adj Close,Volume
2016-11-14,7.970000,8.110000,7.820000,8.010000,8.010000,4200
2016-11-15,7.890000,8.100000,7.650000,7.990000,7.990000,4400
2016-11-16,7.980000,8.400000,7.980000,8.140000,8.140000,5500
2016-11-17,8.270000,8.490000,8.080000,8.490000,8.490000,6900
2016-11-18,8.330000,8.570000,8.330000,8.450000,8.450000,1600
2016-11-21,8.590000,8.590000,8.470000,8.470000,8.470000,900
2016-11-22,8.610000,8.620000,8.540000,8.620000,8.620000,1200
2016-11-23,8.680000,8.680000,8.430000,8.470000,8.470000,2900
2016-11-25,8.380000,8.380000,7.520000,7.520000,7.520000,2500
2016-11-28,7.800000,7.960000,7.580000,7.580000,7.580000,1900
2016-11-29,7.820000,8.000000,7.680000,8.000000,8.000000,4100
2016-11-30,8.000000,8.000000,8.000000,8.000000,8.000000,0
2016-12-01,8.000000,8.410000,7.500000,7.500000,7.500000,3100
2016-12-02,7.870000,7.870000,7.010000,7.050000,7.050000,7100
2016-12-05,7.400000,7.440000,7.320000,7.340000,7.340000,4100
2016-12-06,7.330000,7.330000,6.930000,7.200000,7.200000,3900
2016-12-07,7.110000,7.120000,7.070000,7.080000,7.080000,5700
2016-12-08,7.100000,7.410000,7.100000,7.330000,7.330000,1200
2016-12-09,7.350000,7.700000,7.350000,7.690000,7.690000,6400
2016-12-12,7.530000,7.560000,5.990000,6.260000,6.260000,25700
2016-12-13,6.760000,6.770000,6.280000,6.420000,6.420000,4800
2016-12-14,6.430000,6.530000,6.170000,6.500000,6.500000,2900
2016-12-15,6.400000,6.400000,6.080000,6.290000,6.290000,6100
2016-12-16,6.310000,6.390000,6.300000,6.320000,6.320000,2200
2016-12-19,6.300000,6.800000,6.250000,6.720000,6.720000,21700
2016-12-20,6.620000,7.380000,6.620000,7.190000,7.190000,16200
2016-12-21,7.660000,7.700000,7.550000,7.700000,7.700000,7100
2016-12-22,7.920000,7.920000,7.710000,7.830000,7.830000,6000
2016-12-23,7.970000,7.970000,7.590000,7.590000,7.590000,3700
2016-12-27,7.520000,8.000000,7.170000,7.610000,7.610000,7700
2016-12-28,7.820000,8.000000,7.820000,8.000000,8.000000,6100
2016-12-29,8.000000,8.150000,7.780000,8.150000,8.150000,8200
2016-12-30,8.000000,8.020000,8.000000,8.000000,8.000000,2000
2017-01-03,7.920000,7.920000,7.530000,7.900000,7.900000,1800
2017-01-04,7.820000,8.400000,7.820000,8.010000,8.010000,5200
2017-01-05,8.420000,8.420000,8.260000,8.300000,8.300000,2000
2017-01-06,8.250000,8.320000,8.140000,8.320000,8.320000,1300
2017-01-09,8.260000,8.500000,8.240000,8.310000,8.310000,6100
2017-01-10,8.580000,8.600000,8.560000,8.600000,8.600000,2300
2017-01-11,8.600000,8.600000,8.590000,8.600000,8.600000,900
2017-01-12,8.520000,8.860000,8.520000,8.860000,8.860000,2600
2017-01-13,9.110000,9.250000,9.000000,9.000000,9.000000,9500
2017-01-17,9.110000,9.250000,9.110000,9.230000,9.230000,1200
2017-01-18,9.230000,9.260000,9.230000,9.260000,9.260000,1300
2017-01-19,9.650000,9.650000,9.400000,9.450000,9.450000,6300
2017-01-20,9.430000,9.430000,8.530000,8.700000,8.700000,9200
2017-01-23,8.990000,9.610000,8.990000,9.030000,9.030000,6500
2017-01-24,9.000000,9.340000,8.690000,9.020000,9.020000,4600
2017-01-25,9.010000,9.050000,8.800000,9.050000,9.050000,4600
2017-01-26,8.860000,9.180000,8.860000,9.070000,9.070000,3300
2017-01-27,8.930000,8.930000,8.930000,8.930000,8.930000,100
