Date,Open,High,Low,Close,Adj Close,Volume
2016-11-14,41.310001,41.689999,40.669998,41.419998,40.666771,11775200
2016-11-15,41.619999,42.590000,41.540001,42.369999,41.599495,9941300
2016-11-16,42.160000,42.750000,42.110001,42.549999,41.776215,9494600
2016-11-17,42.700001,43.009998,42.110001,42.990002,42.208221,9950600
2016-11-18,42.750000,43.209999,42.400002,42.919998,42.139488,9760000
2016-11-21,42.720001,43.200001,42.720001,42.980000,42.198402,6073500
2016-11-22,43.080002,43.480000,42.939999,43.400002,42.610764,7599300
2016-11-23,43.099998,43.360001,42.389999,42.500000,41.727131,8438700
2016-11-25,42.529999,43.410000,42.529999,43.279999,42.492947,3702900
2016-11-28,43.230000,43.279999,42.730000,42.919998,42.139488,8303300
2016-11-29,42.919998,43.119999,42.639999,42.860001,42.080582,4870700
2016-11-30,42.900002,43.070000,41.209999,41.240002,40.490044,12184000
2016-12-01,41.340000,41.450001,40.689999,40.840000,40.097317,14247000
2016-12-02,40.990002,41.290001,40.849998,41.169998,40.421310,7444600
2016-12-05,41.340000,41.560001,40.930000,41.029999,40.283859,7456100
2016-12-06,41.040001,41.139999,40.500000,40.650002,39.910770,9695900
2016-12-07,41.200001,41.980000,41.060001,41.939999,41.177315,8967700
2016-12-08,41.919998,41.919998,41.270000,41.330002,40.578407,6691000
2016-12-09,41.410000,41.950001,41.259998,41.950001,41.187130,6261600
2016-12-12,41.840000,42.740002,41.820000,42.660000,41.884220,6232100
2016-12-13,42.730000,43.509998,42.529999,43.080002,42.296581,7706400
2016-12-14,43.169998,43.599998,42.520000,42.830002,42.051128,10851400
2016-12-15,44.900002,45.770000,44.000000,44.709999,43.896942,21568200
2016-12-16,44.869999,44.869999,44.000000,44.369999,43.563126,17570200
2016-12-19,44.480000,44.650002,44.060001,44.590000,43.779118,17984700
2016-12-20,43.930000,44.830002,43.930000,44.320000,43.514030,6531900
2016-12-21,44.410000,45.150002,44.410000,44.869999,44.054028,8179300
2016-12-22,44.860001,45.110001,44.700001,44.980000,44.162025,5285100
2016-12-23,44.900002,45.049999,44.770000,45.009998,44.191483,2354000
2016-12-27,45.119999,45.290001,44.930000,45.040001,44.220940,5964900
2016-12-28,44.980000,45.119999,44.639999,44.720001,44.092762,8334300
2016-12-29,44.700001,45.029999,44.669998,44.840000,44.211079,3218600
2016-12-30,44.959999,44.970001,44.209999,44.330002,43.708237,5595100
2017-01-03,44.709999,44.880001,44.419998,44.849998,44.220936,6169900
2017-01-04,44.849998,45.200001,44.669998,44.799999,44.171635,4817700
2017-01-05,44.770000,45.130001,44.650002,45.000000,44.368832,7145800
2017-01-06,45.080002,45.369999,44.599998,45.060001,44.427994,5118600
2017-01-09,45.279999,45.279999,44.619999,44.689999,44.063179,6465400
2017-01-10,44.560001,44.759998,44.110001,44.169998,43.550472,10070500
2017-01-11,44.119999,45.290001,44.110001,45.070000,44.437851,8076800
2017-01-12,45.000000,45.180000,44.750000,44.889999,44.260376,4278800
2017-01-13,44.970001,45.169998,44.410000,44.599998,43.974442,5273100
2017-01-17,44.560001,44.900002,44.400002,44.900002,44.270237,5086500
2017-01-18,45.000000,45.459999,44.900002,45.029999,44.398411,5577000
2017-01-19,45.009998,45.029999,44.400002,44.590000,43.964584,6937700
2017-01-20,44.930000,45.450001,44.689999,45.200001,44.566029,9815200
2017-01-23,45.060001,45.200001,44.520000,44.860001,44.230801,7453400
2017-01-24,44.840000,45.160000,44.669998,44.930000,44.299816,8751900
2017-01-25,45.150002,45.369999,44.919998,45.090000,44.457573,6783000
2017-01-26,45.090000,45.090000,44.580002,44.610001,43.984306,4829800
2017-01-27,44.680000,44.759998,44.150002,44.200001,43.580055,9441400
2017-01-30,44.180000,44.889999,44.029999,44.430000,43.806831,7350200
2017-01-31,44.419998,44.549999,43.919998,44.279999,43.658932,10229500
2017-02-01,44.180000,44.349998,43.650002,43.889999,43.274403,6027200
2017-02-02,43.880001,44.349998,43.880001,44.009998,43.392719,5258300
2017-02-03,44.320000,44.529999,44.000000,44.360001,43.737812,5238700
2017-02-06,44.349998,44.490002,43.910000,44.009998,43.392719,4567100
2017-02-07,44.040001,44.139999,43.830002,43.930000,43.313843,7063200
2017-02-08,43.590000,45.230000,43.580002,44.470001,43.846268,15334500
2017-02-09,44.599998,45.209999,44.490002,44.700001,44.073040,11048800
2017-02-10,44.799999,45.299999,44.610001,44.990002,44.358978,9971200
2017-02-13,45.070000,45.169998,44.400002,45.029999,44.398411,6873100
2017-02-14,45.009998,45.169998,44.720001,44.990002,44.358978,5640700
2017-02-15,44.790001,45.480000,44.500000,45.369999,44.733646,5831900
2017-02-16,45.230000,45.290001,43.020000,43.200001,42.594082,20664000
2017-02-17,41.860001,42.910000,41.299999,42.500000,41.903900,29197400
2017-02-21,44.259998,45.040001,43.939999,44.970001,44.339256,17097600
2017-02-22,44.610001,44.849998,44.330002,44.650002,44.023746,8174900
2017-02-23,44.689999,45.119999,44.169998,44.889999,44.260376,6280300
2017-02-24,44.980000,45.389999,44.860001,45.380001,44.743504,5972200
2017-02-27,44.740002,44.750000,43.730000,43.770000,43.156086,9277300
2017-02-28,43.849998,44.080002,43.650002,43.919998,43.303978,8218900
2017-03-01,44.160000,44.400002,43.930000,44.040001,43.422298,11534800
2017-03-02,44.230000,44.230000,43.720001,43.779999,43.165947,7334000
2017-03-03,43.849998,43.900002,43.470001,43.730000,43.116646,5758800
2017-03-06,43.419998,43.840000,43.340000,43.650002,43.037769,5435700
2017-03-07,43.480000,43.700001,43.180000,43.230000,42.623661,7799000
2017-03-08,43.220001,43.430000,43.080002,43.139999,42.534924,7231200
2017-03-09,43.270000,43.930000,43.110001,43.799999,43.185665,7432300
2017-03-10,44.000000,44.020000,43.720001,43.849998,43.234962,7144600
2017-03-13,43.740002,44.240002,43.549999,44.209999,43.589916,5812100
2017-03-14,44.130001,44.270000,43.820000,43.860001,43.244827,9841200
2017-03-15,44.119999,44.959999,44.009998,44.549999,43.925144,7940500
2017-03-16,44.549999,44.900002,44.320000,44.880001,44.250519,6882600
2017-03-17,45.060001,45.119999,44.660000,44.750000,44.122341,15067000
2017-03-20,44.639999,44.709999,44.279999,44.439999,43.816689,6801100
2017-03-21,44.509998,44.540001,44.060001,44.099998,43.481457,6383900
2017-03-22,44.189999,44.340000,43.759998,44.000000,43.382862,5623500
2017-03-23,43.900002,44.279999,43.799999,44.020000,43.402576,4556100
2017-03-24,44.110001,44.110001,43.599998,43.799999,43.185665,5982600
2017-03-27,43.639999,43.860001,43.459999,43.529999,42.919453,9414100
2017-03-28,43.400002,43.930000,43.060001,43.700001,43.087067,6172400
2017-03-29,43.570000,43.860001,43.330002,43.750000,43.324734,5171100
2017-03-30,43.650002,43.660000,43.209999,43.279999,42.859303,6918400
2017-03-31,43.180000,43.509998,43.080002,43.080002,42.661247,8233900
2017-04-03,43.230000,43.299999,42.919998,43.049999,42.631538,12837500
2017-04-04,43.639999,43.730000,43.209999,43.459999,43.037552,9833200
2017-04-05,43.570000,44.410000,43.459999,44.009998,43.582207,8553700
2017-04-06,43.939999,44.299999,43.660000,44.110001,43.681232,7272000
2017-04-07,44.130001,44.380001,43.939999,44.180000,43.750553,5818000
2017-04-10,44.230000,44.560001,44.160000,44.400002,43.968418,6773700
2017-04-11,44.290001,44.500000,43.939999,44.060001,43.631721,5484000
2017-04-12,43.840000,44.470001,43.790001,44.389999,43.958511,4753500
2017-04-13,44.490002,44.549999,44.040001,44.040001,43.611916,3970300
2017-04-17,44.220001,44.290001,43.980000,44.139999,43.710941,4854200
