Date,Open,High,Low,Close,Adj Close,Volume
2016-11-14,70.139999,70.349998,69.639999,70.019997,68.293373,6484100
2016-11-15,70.199997,71.360001,70.050003,71.029999,69.278473,4736500
2016-11-16,71.010002,71.300003,70.559998,71.199997,69.444283,4836800
2016-11-17,71.169998,72.279999,70.629997,72.080002,70.302589,3773800
2016-11-18,71.839996,73.150002,71.750000,72.599998,70.809761,5484200
2016-11-21,72.750000,73.730003,72.699997,73.680000,71.863136,5447000
2016-11-22,74.089996,74.639999,74.029999,74.400002,72.565384,6824100
2016-11-23,74.379997,74.550003,73.919998,74.059998,72.233757,3990700
2016-11-25,73.870003,74.610001,73.730003,74.430000,72.594635,1978800
2016-11-28,74.290001,74.889999,74.040001,74.529999,72.692169,4512000
2016-11-29,74.660004,75.250000,74.230003,74.400002,72.565384,6347000
2016-11-30,74.669998,74.690002,73.930000,73.930000,72.106964,6768200
2016-12-01,73.879997,73.910004,69.959999,70.410004,68.673767,9631100
2016-12-02,69.989998,71.160004,69.919998,70.720001,68.976128,5946400
2016-12-05,71.339996,71.529999,70.379997,70.510002,68.771301,6405100
2016-12-06,71.110001,71.389999,70.610001,71.370003,69.610100,7039800
2016-12-07,71.500000,72.430000,71.120003,72.199997,70.419624,6045900
2016-12-08,72.320000,72.580002,71.879997,72.129997,70.351349,5473600
2016-12-09,72.349998,72.650002,71.559998,71.989998,70.214813,6101200
2016-12-12,71.889999,71.930000,71.190002,71.730003,69.961212,3340600
2016-12-13,71.949997,73.599998,71.769997,73.199997,71.394966,6950900
2016-12-14,73.550003,73.699997,72.400002,72.500000,70.712227,6474100
2016-12-15,72.730003,73.589996,72.449997,73.449997,71.638802,5079500
2016-12-16,73.360001,73.750000,72.680000,72.889999,71.092613,6331100
2016-12-19,73.110001,74.080002,72.959999,73.570000,71.755844,3818000
2016-12-20,73.930000,74.190002,73.599998,74.040001,72.214256,3182000
2016-12-21,74.220001,74.720001,74.139999,74.169998,72.341042,4272200
2016-12-22,74.250000,74.320000,73.750000,74.199997,72.370300,3470700
2016-12-23,74.110001,74.389999,74.000000,74.379997,72.545868,1690800
2016-12-27,74.419998,75.150002,74.160004,74.870003,73.023788,2037200
2016-12-28,74.959999,75.050003,73.980003,74.050003,72.224014,2683400
2016-12-29,73.839996,74.400002,73.800003,74.150002,72.321541,3141500
2016-12-30,74.430000,74.459999,72.769997,72.970001,71.170647,4311800
