Date,Open,High,Low,Close,Adj Close,Volume
2016-11-14,34.560001,34.730000,34.200001,34.480000,33.530876,22529400
2016-11-15,34.639999,35.290001,34.610001,34.910000,33.949039,20676100
2016-11-16,34.900002,34.919998,34.540001,34.840000,33.880970,18535200
2016-11-17,34.810001,35.020000,34.630001,35.020000,34.056011,15748500
2016-11-18,34.900002,35.000000,34.639999,34.950001,33.987938,16806900
2016-11-21,35.099998,35.200001,34.840000,34.980000,34.017113,14259500
2016-11-22,35.180000,35.500000,35.110001,35.480000,34.503353,22327400
2016-11-23,35.480000,35.520000,35.099998,35.200001,34.231060,15843100
2016-11-25,35.110001,35.450001,35.110001,35.439999,34.464451,6372800
2016-11-28,35.430000,35.660000,35.209999,35.509998,34.532520,13549000
2016-11-29,35.639999,35.639999,35.270000,35.310001,34.338032,19581000
2016-11-30,35.200001,35.299999,34.700001,34.700001,33.744820,27016100
2016-12-01,34.860001,34.930000,33.560001,33.759998,32.830696,29618700
2016-12-02,33.720001,34.259998,33.599998,34.160000,33.219685,21492500
2016-12-05,34.310001,34.419998,33.970001,34.389999,33.443352,14462000
2016-12-06,34.389999,34.750000,34.299999,34.720001,33.764275,15297700
2016-12-07,34.669998,35.570000,34.450001,35.500000,34.522793,21710300
2016-12-08,35.480000,36.029999,35.220001,35.700001,34.717293,19966500
2016-12-09,35.750000,35.900002,35.590000,35.759998,34.775642,16326900
2016-12-12,35.779999,36.090000,35.669998,35.970001,34.979858,21985800
2016-12-13,36.009998,36.889999,35.930000,36.799999,35.787014,35773600
2016-12-14,36.700001,36.889999,36.459999,36.549999,35.543892,30819400
2016-12-15,36.740002,37.160000,36.529999,36.790001,35.777290,23721500
2016-12-16,36.720001,36.869999,36.090000,36.310001,35.310505,37794500
2016-12-19,36.340000,36.950001,36.270000,36.889999,35.874535,18744300
2016-12-20,36.950001,37.240002,36.889999,37.209999,36.185726,18551800
2016-12-21,37.250000,37.349998,36.910000,36.980000,35.962059,14323600
2016-12-22,37.230000,37.240002,36.810001,36.930000,35.913433,10793900
2016-12-23,36.930000,36.980000,36.770000,36.970001,35.952335,6286000
2016-12-27,36.910000,37.330002,36.910000,37.070000,36.049583,9033700
2016-12-28,37.099998,37.200001,36.580002,36.630001,35.621696,12868600
2016-12-29,36.509998,36.720001,36.430000,36.660000,35.650867,8447300
2016-12-30,36.790001,36.799999,36.200001,36.270000,35.271603,17468000
2017-01-03,36.610001,36.930000,36.270000,36.599998,35.592518,20196500
2017-01-04,36.709999,36.770000,36.340000,36.410000,35.407749,15915700
2017-01-05,36.450001,36.720001,36.310001,36.349998,35.349400,13986000
2017-01-06,36.590000,36.680000,36.189999,36.480000,35.475822,15114000
2017-01-09,36.480000,36.889999,36.480000,36.610001,35.602245,19449400
2017-01-10,36.549999,36.930000,36.529999,36.540001,35.534168,15918800
2017-01-11,36.509998,37.000000,36.509998,36.950001,35.932884,22398400
2017-01-12,36.830002,36.830002,36.320000,36.709999,35.699490,20391900
2017-01-13,36.709999,36.860001,36.619999,36.790001,35.777290,15072200
2017-01-17,36.669998,36.830002,36.590000,36.799999,35.787014,20163000
2017-01-18,36.889999,37.009998,36.610001,36.759998,35.748116,15382500
2017-01-19,36.509998,36.910000,36.509998,36.570000,35.563343,13654500
2017-01-20,36.759998,37.029999,36.580002,36.939999,35.923161,23950900
2017-01-23,37.070000,37.209999,36.549999,36.770000,35.757839,27752600
2017-01-24,36.840000,37.740002,36.810001,37.619999,36.584442,35140900
2017-01-25,37.869999,38.000000,37.520000,37.799999,36.759491,32276400
2017-01-26,37.820000,37.919998,37.419998,37.560001,36.526096,34144800
2017-01-27,38.000000,38.450001,37.810001,37.980000,36.934532,44368600
2017-01-30,37.740002,37.840000,37.330002,37.419998,36.389946,23954700
2017-01-31,37.220001,37.369999,36.639999,36.820000,35.806461,27059100
2017-02-01,36.820000,36.950001,36.020000,36.520000,35.514721,28380600
2017-02-02,36.259998,36.700001,36.200001,36.680000,35.670319,31916900
2017-02-03,36.689999,36.820000,36.450001,36.520000,35.768261,21038100
2017-02-06,36.509998,36.509998,36.150002,36.270000,35.523403,21427000
2017-02-07,36.450001,36.520000,36.240002,36.349998,35.601753,18581900
2017-02-08,36.340000,36.650002,36.139999,36.380001,35.631142,20807400
2017-02-09,36.500000,36.500000,35.400002,35.459999,34.730076,47802700
2017-02-10,35.259998,35.430000,34.840000,35.340000,34.612549,44106500
2017-02-13,35.570000,35.849998,35.340000,35.799999,35.063080,28180600
2017-02-14,35.840000,35.959999,35.529999,35.930000,35.190403,25725100
2017-02-15,35.980000,36.060001,35.669998,36.049999,35.307934,18452200
2017-02-16,36.180000,36.560001,36.099998,36.410000,35.660522,21317500
2017-02-17,36.320000,36.480000,36.099998,36.480000,35.729076,18909900
2017-02-21,36.529999,36.650002,36.330002,36.520000,35.768261,20556000
2017-02-22,36.340000,36.400002,35.790001,36.070000,35.327518,29904400
2017-02-23,36.240002,36.299999,35.900002,36.180000,35.435257,22775000
2017-02-24,36.139999,36.529999,35.950001,36.529999,35.778046,18617600
2017-02-27,36.419998,36.680000,36.270000,36.509998,35.758461,14065200
2017-02-28,36.419998,36.459999,36.000000,36.200001,35.454842,24977000
2017-03-01,35.849998,36.099998,35.439999,35.930000,35.190403,34085900
2017-03-02,35.930000,36.020000,35.650002,35.910000,35.170815,23602100
2017-03-03,35.939999,36.090000,35.669998,35.900002,35.161022,17538100
2017-03-06,35.790001,35.799999,35.419998,35.570000,34.837814,24416700
2017-03-07,35.540001,35.799999,35.389999,35.799999,35.063080,23434900
2017-03-08,35.669998,35.900002,35.529999,35.619999,34.886784,20920100
2017-03-09,35.599998,35.939999,35.500000,35.820000,35.082668,23616800
2017-03-10,36.119999,36.299999,35.779999,35.910000,35.170815,25402300
2017-03-13,35.849998,36.040001,34.939999,35.160000,34.436253,53582900
2017-03-14,35.060001,35.230000,34.660000,35.180000,34.455841,28586900
2017-03-15,34.939999,35.169998,34.680000,35.099998,34.377487,27996100
2017-03-16,35.169998,35.360001,35.070000,35.139999,34.416660,19616100
2017-03-17,35.310001,35.330002,35.099998,35.270000,34.543991,30778900
2017-03-20,35.369999,35.630001,35.259998,35.430000,34.700695,17322300
2017-03-21,35.590000,35.599998,35.000000,35.040001,34.318722,22814500
2017-03-22,35.220001,35.459999,35.000000,35.369999,34.641926,19144500
2017-03-23,35.490002,35.490002,35.020000,35.270000,34.543991,20640400
2017-03-24,35.650002,35.730000,35.119999,35.160000,34.436253,22188000
2017-03-27,35.070000,35.500000,34.939999,35.389999,34.661518,16992200
2017-03-28,35.340000,35.709999,35.209999,35.599998,34.867191,18398100
2017-03-29,35.520000,35.700001,35.439999,35.570000,34.837814,17202600
2017-03-30,35.580002,35.889999,35.520000,35.750000,35.014107,16433000
2017-03-31,35.750000,36.250000,35.740002,36.070000,35.327518,21438400
