Date,Open,High,Low,Close,Adj Close,Volume
2016-11-14,34.720001,35.119999,34.549999,34.779999,34.076160,11101100
2016-11-15,34.650002,34.770000,33.980000,34.529999,33.831223,9680300
2016-11-16,34.480000,34.480000,33.830002,33.869999,33.184578,12206600
2016-11-17,33.910000,34.090000,33.790001,33.959999,33.272751,10947900
2016-11-18,33.889999,34.139999,33.820000,34.000000,33.311951,8719800
2016-11-21,34.009998,34.810001,34.009998,34.610001,33.909607,7400700
2016-11-22,34.610001,35.060001,34.590000,35.020000,34.311306,8760800
2016-11-23,35.029999,35.220001,34.830002,34.930000,34.223129,5465900
2016-11-25,35.000000,35.230000,34.830002,35.189999,34.477867,2516500
2016-11-28,34.790001,34.950001,34.439999,34.669998,34.143036,6822800
2016-11-29,34.639999,35.189999,34.480000,34.799999,34.271061,5548600
2016-11-30,35.389999,36.090000,35.349998,35.810001,35.265709,11318000
2016-12-01,36.070000,36.860001,36.029999,36.619999,36.063396,12083300
2016-12-02,36.680000,36.689999,36.189999,36.480000,35.925522,15058000
2016-12-05,36.689999,36.730000,36.299999,36.529999,35.974762,12168700
2016-12-06,36.240002,36.400002,35.840000,36.049999,35.502060,12799100
2016-12-07,36.029999,37.150002,35.860001,37.130001,36.565647,12752800
2016-12-08,37.130001,37.330002,36.779999,37.220001,36.654278,6643400
2016-12-09,37.200001,37.419998,36.919998,37.270000,36.703514,5703900
2016-12-12,37.270000,37.380001,36.610001,37.020000,36.457317,6193300
2016-12-13,37.029999,37.189999,36.639999,37.040001,36.477013,7776900
2016-12-14,37.000000,37.090000,36.450001,36.480000,35.925522,7710800
2016-12-15,36.419998,36.990002,36.099998,36.669998,36.112633,7048100
2016-12-16,36.599998,36.700001,35.880001,36.040001,35.492210,12097200
2016-12-19,36.169998,36.310001,35.959999,36.230000,35.679321,4473400
2016-12-20,36.419998,36.639999,36.360001,36.619999,36.063396,4256400
2016-12-21,36.619999,36.849998,36.500000,36.500000,35.945217,4585500
2016-12-22,36.389999,36.700001,36.230000,36.689999,36.132328,4885300
2016-12-23,36.689999,36.810001,36.560001,36.650002,36.092941,2261000
